직무명,회사명,위치,자격요건,우대사항
Front-end 개발자,휴머스온,서울.한국,"
• 프론트엔드 개발 경력 3년 이상
• JavaScript에 대한 전문적인 개발 역량과 HTML/CSS에 대한 이해
• React, Angular, Vue 중 1개 이상의 프레임워크 환경 실무 경험
우대사항","
• React, Angular,Vue.js 등 최신 framework 중 하나 이상의 실무 경험 보유
• 메시징 서비스 경험
혜택 및 복지
＜업무에만 집중 할 수 있는 근무환경을 만들고자 노력합니다＞
 * 선릉역 3번출구 도보 5초 거리에 위치
 * CAFE HUMUS 운영_커피, 음료 제공
 * 아침(김밥, 빵), 간식(컵라면, 음료수 등) 제공

＜개인의 성장을 지원하고 회사의 성장을 생각합니다＞
 * 온라인/오프라인 교육 지원
 * 세미나 참석지원
 * 도서 구입비 지원

＜업무 효율을 위해서 쉬는 것도 중요합니다＞
 * 자유로운 연차사용
 * Refresh 휴가 및 지원금 지급 (5년,10년)
 * 징검다리연휴 전사 휴무
 * 결혼기념일 조기퇴근
 * 콘도이용 지원

＜더 다양한 복지를 위해 고민하고 있습니다＞
 * 사내 대출 제도 운영
 * 명절 상여금/선물 지급
 * 생일선물(상품권) 지급
 * 경조사 지원(경조휴가 및 경조비 등)"
데이터 엔지니어,휴머스온,서울.한국,"
• 경력 3년이상 10년이하
• Hadoop M/R, Hive, Spark 등 빅데이터 분석 플랫폼을 사용하여 대용량 데이터의 수집, 가공이 가능한 분
• python 기반 데이터 분석 후 모델링 및 사업 아이템 발굴
• 백엔드 개발 및 대용량 데이터 처리 시스템에 대한 이해 및 유경험자
우대사항","
• 통계 및 응용 수학/ 관련 학과 학사 및 석사 소지 우대
• 데이터 분석 및 비즈니스 실무 경험 우대
• 데이터 분석 및 전처리 프로세스를 통한 비즈니스 의사결정 경험 우대
혜택 및 복지
＜업무에만 집중 할 수 있는 근무환경을 만들고자 노력합니다＞
 * 선릉역 3번출구 도보 5초 거리에 위치
 * CAFE HUMUS 운영_커피, 음료 제공
 * 아침(김밥, 빵), 간식(컵라면, 음료수 등) 제공

＜개인의 성장을 지원하고 회사의 성장을 생각합니다＞
 * 온라인/오프라인 교육 지원
 * 세미나 참석지원
 * 도서 구입비 지원

＜업무 효율을 위해서 쉬는 것도 중요합니다＞
 * 자유로운 연차사용
 * Refresh 휴가 및 지원금 지급 (5년,10년)
 * 징검다리연휴 전사 휴무
 * 결혼기념일 조기퇴근
 * 콘도이용 지원

＜더 다양한 복지를 위해 고민하고 있습니다＞
 * 사내 대출 제도 운영
 * 명절 상여금/선물 지급
 * 생일선물(상품권) 지급
 * 경조사 지원(경조휴가 및 경조비 등)"
안드로이드 APP 개발,만나플래닛,서울.한국,"
• 3년이상 Android APP 개발 경험을 가지신 분
• 팀원들과 원할한 커뮤니케이션이 가능하신 분
• 스스로 할일을 정하고 문제를 해결할 수 있으신 분
우대사항","
• 안드로이드 시스템에 대한 깊은 이해도를 가지신 분
• Git, redmine 등의 협업 도구 사용에 익숙하신 분
• Kotlin으로 서비스 개발 경험자
• 최신 기술 트렌드 적용 및 공유에 관심이 많으신 분
• 코드 리뷰에 적극 참여하시는 분
혜택 및 복지
• 수평적인 사내문화와 자유로운 분위기
• 자율 복장, 유연근무제
• 경조금(휴가) 및 연차, 코로나 백신 휴가, 건강검진, 예비군훈련 시 공가휴가 제공(연 
   차에서 차감 안됨) , 조식제공
• 워크샵, 책모임, 스터디"
웹 개발,만나플래닛,서울.한국,"
• 3년이상 웹 개발 경험을 가지신 분
• 팀원들과 원할한 커뮤니케이션이 가능하신 분
• 스스로 할 일을 정하고 문제를 해결할 수 있으신 분
우대사항","
• PHP 개발 경험자
• RESTful API 연동 개발경험자
• jQuery, Ajax, JSON, JSONP, XML 사용에 익숙하신 분
• Git, redmine 등의 협업 도구 사용에 익숙하신 분
• 최신 기술 트렌드 적용 및 공유에 관심이 많으신 분
• 코드 리뷰에 적극 참여하시는 분
• 테스트 및 배포 자동화 경험이 있으신 분
혜택 및 복지
• 수평적인 사내문화와 자유로운 분위기
• 자율 복장, 유연근무제
• 경조금(휴가) 및 연차, 코로나 백신휴가, 건강검진/예비군 룬련 시 공가휴가 제공(연 
  차에서 차감 안됨), 조식제공
• 워크샵, 책모임, 스터디"
QA엔지니어,만나플래닛,서울.한국,"
• 경력 3년 이상 web/app 서비스 QA 경력 있으신 분
• SW 테스팅 관련 지식과 이해가 있으신 분
• 주도적인 테스트 케이스 작성 및 테스트 수행 경험이 있으신 분
• 논리적이고 유연한 커뮤니케이션이 가능하신 분
우대사항","
• ISTQB나 CSTS 등 SW 테스팅 관련 자격증 보유하신 분
• 테스트, 이슈 관리 도구 등 툴 사용 경험 (Teams, Redmine 등) 있는 분
• 업무 효율화 및 테스트 자동화 등 다양한 QA 경험 있는 분
혜택 및 복지
• 교육/생활 : 조식제공, 음료제공(차, 커피), 경조금
• 근무환경 : 휴게실, 회의실, 사무용품 지급
• 조직문화 : 수평적인 조직문화, 회식/야근 강요없음, 자유복장, 자유로운 연차사용, 
시차 출퇴근제 운영, 청년내일채움공제 지원
• 리프레시 : 경조휴가제, 공휴일 휴무, 육아휴직, 남성출산휴가
• 선물 : 명절선물"
정보보호 담당,만나플래닛,서울.한국,"
• 관련학과 졸업 및 3년 이상 보안분야 업무를 경험하신 분
• 클라우드 및 IDC 인프라 보안의 지식과 경험을 갖추신 분
• 보안 공격 및 침해사고 대응에 대한 이해도가 높은 분
우대사항","
• 보안 관련 컨설팅 수행 또는 대응 경험이 있으신 분
• 클라우드 인프라 설계 또는 보안성 검토 경험이 있으신 분
• 정보보호 솔루션 및 장비의 구축/운영 업무를 경험하신 분
• 관련법령(정보통신망법, 개인정보보호법 등) 및 최신 IT보안에 지식을 갖추신 분
• ISMS 또는 기타 대내외 정보보호 감사 업무를 경험하신 분
혜택 및 복지
• 교육/생활 : 조식제공, 음료제공(차, 커피), 경조금
• 근무환경 : 휴게실, 회의실, 사무용품 지급
• 조직문화 : 
수평적인 조직문화, 회식/야근 강요없음, 자유복장, 자유로운 연차사용, 시차 출퇴근제 운영, 청년내일채움공제 지원
• 리프레시 : 경조휴가제, 공휴일 휴무, 육아휴직, 남성출산휴가
• 선물 : 명절선물"
서비스 개발,휴머스온,서울.한국,"
• 개발 경력 3년이상인 분
• Spring framework, Linux, MySQL 필수
우대사항","
1. Spring boot 경험이 있는 분
2. 소켓통신에 대한 이해도가 있는 분
3. MSA 기반 설계, 개발 경험 있는 분
4. Kafka, MQ, Redis 사용경험 있는 분
5. 웹개발 스킬 상급자
위 내용 중 2개 이상 해당하는 분
혜택 및 복지
#. 복리후생
＜업무에만 집중 할 수 있는 근무환경을 만들고자 노력합니다＞
 * 선릉역 3번출구 도보 5초 거리에 위치
 * 카페테이라(CAFE HUMUS) 운영 : 커피, 음료 상시 제공
 * 아침(김밥, 빵), 간식(컵라면, 음료수 등) 매일 제공

＜개인의 성장을 지원하고 회사의 성장을 생각합니다＞
 * 온라인/오프라인 교육 지원
 * 세미나 참석지원
 * 도서 구입비 지원
 * 멘토링 제도 지원 

＜업무 효율을 위해서 쉬는 것도 중요합니다＞
 * 자유로운 연차사용
 * Refresh 휴가 및 지원금 지급 (5년,10년)
 * 징검다리연휴 전사 휴무
 * 콘도이용 지원

＜생활에 필요한 다양한 복리후생을 지원합니다＞ 
* 장기근속자 특별휴가 및 휴가지원금 (5년/10년)
* 사내 대출 제도 운영
* 명절 상여금/선물 지급
* 생일 선물(상품권) 지급
* 창립기념 선물 지급
* 경조사 지원(경조휴가 및 경조비 등)
* 휴미식회 (타부서 직원과 식사지원)
* 초복데이 (삼계탕 식사지원)
* 벚꽃데이 (봄맞이 팀별 식사지원)
* 팀 회식비 지원 

※ 회사 성장에 따른 추가 복리후생 제도 도입 예정"
빅데이터 개발,휴머스온,서울.한국,"
- 경력 2년 이상(팀원), 8년이상(팀장)
- 리눅스 기반의 서비스 개발 경험자
- 대용량 시스템 개발 및 운영 전문성
- Spring boot, MQ, ELK Stack
우대사항","
- DevOps 자동화 기술 개발 경험
- MSA(Microservices Architecture) 구현 경험자 우대
- 문자/알림톡등 메시징 서비스 연동 경험자 우대
혜택 및 복지
＜업무에만 집중 할 수 있는 근무환경을 만들고자 노력합니다＞
 * 선릉역 3번출구 도보 5초 거리에 위치
 * CAFE HUMUS 운영_커피, 음료 제공
 * 아침(김밥, 빵), 간식(컵라면, 음료수 등) 제공

＜개인의 성장을 지원하고 회사의 성장을 생각합니다＞
 * 온라인/오프라인 교육 지원
 * 세미나 참석지원
 * 도서 구입비 지원

＜업무 효율을 위해서 쉬는 것도 중요합니다＞
 * 자유로운 연차사용
 * Refresh 휴가 및 지원금 지급 (5년,10년)
 * 징검다리연휴 전사 휴무
 * 결혼기념일 조기퇴근
 * 콘도이용 지원

＜더 다양한 복지를 위해 고민하고 있습니다＞
 * 사내 대출 제도 운영
 * 명절 상여금/선물 지급
 * 생일선물(상품권) 지급
 * 경조사 지원(경조휴가 및 경조비 등)"
Front-End 개발,만나플래닛,서울.한국,"
• 학력: 초대졸 이상
• 경력: 3년 이상
• React 등을 활용한 3년 이상 혹은 그에 준하는 개발 능력을 보유한 분
우대사항","
• React 등을 활용한 서비스 개발 및 배포 경험 보유한 분
• HTML, CSS, JavaScript에 대한 이해도 보유한 분
• 다양한 문제에 대해 체계적인 원인 분석 및 해결 능력을 보유
혜택 및 복지
• 수평적인 사내문화와 자유로운 분위기
• 자율 복장, 유연근무제
• 경조금(휴가) 및 연차, 코로나 백신휴가, 건강검진/예비군 훈련 시 공가휴가 제공(연 
  차에서 차감 안됨), 조식제공
• 워크샵, 책모임, 스터디"
서비스 운영 엔지니어,휴머스온,서울.한국,"
• 학력 : 대졸 이상 (4년)
 • 경력 2년 이상
 • IT 서비스 전반에 대한 풍부한 경험 및 지식
 • Java기반 다양한 Framework 활용 개발 가능
우대사항","
• 대용량 데이터베이스, 서비스 운영 관련 경험자
 • 컴퓨터공학 관련 전공자
혜택 및 복지
＜업무에만 집중 할 수 있는 근무환경을 만들고자 노력합니다＞
 * 선릉역 3번출구 도보 5초 거리에 위치
 * CAFE HUMUS 운영_커피, 음료 제공
 * 아침(김밥, 빵), 간식(컵라면, 음료수 등) 제공

＜개인의 성장을 지원하고 회사의 성장을 생각합니다＞
 * 온라인/오프라인 교육 지원
 * 세미나 참석지원
 * 도서 구입비 지원

＜업무 효율을 위해서 쉬는 것도 중요합니다＞
 * 자유로운 연차사용
 * Refresh 휴가 및 지원금 지급 (5년,10년)
 * 징검다리연휴 전사 휴무
 * 결혼기념일 조기퇴근
 * 콘도이용 지원

＜더 다양한 복지를 위해 고민하고 있습니다＞
 * 사내 대출 제도 운영
 * 명절 상여금/선물 지급
 * 생일선물(상품권) 지급
 * 경조사 지원(경조휴가 및 경조비 등)"
솔루션 개발,휴머스온,서울.한국,"
- 개발 경력 1년이상 ~ 10년 이하 
- Spring framework 이해 및 활용 가능
우대사항","
- JAVA Back-end 개발 경험이 있으신 분
- RDBMS의 이해와 활용 경험을 가지고 계신 분
- API, 웹서버 개발과 유지보수 경험이 있으신 분
- E-commerce  도메인 경력을 가지고 계신 분
혜택 및 복지
＜업무에만 집중 할 수 있는 근무환경을 만들고자 노력합니다＞
 * 선릉역 3번출구 도보 5초 거리에 위치
 * CAFE HUMUS 운영_커피, 음료 제공
 * 아침(김밥, 빵), 간식(컵라면, 음료수 등) 제공

＜개인의 성장을 지원하고 회사의 성장을 생각합니다＞
 * 온라인/오프라인 교육 지원
 * 세미나 참석지원
 * 도서 구입비 지원

＜업무 효율을 위해서 쉬는 것도 중요합니다＞
 * 자유로운 연차사용
 * Refresh 휴가 및 지원금 지급 (5년,10년)
 * 징검다리연휴 전사 휴무
 * 결혼기념일 조기퇴근
 * 콘도이용 지원

＜더 다양한 복지를 위해 고민하고 있습니다＞
 * 사내 대출 제도 운영
 * 명절 상여금/선물 지급
 * 생일선물(상품권) 지급
 * 경조사 지원(경조휴가 및 경조비 등)"
솔루션 유지보수 개발,휴머스온,서울.한국,"
• Linux/ Unix/windows 기반 JAVA, JSP
• JAVA개발 2년이상
• Spring framework을 이용한 개발 경험자
우대사항","
• 유지보수를 위한 적극적인 고객응대 마인드
• 안정적이고 꾸준한 업무 퍼포먼스 경험자
혜택 및 복지
＜업무에만 집중 할 수 있는 근무환경을 만들고자 노력합니다＞
 * 선릉역 3번출구 도보 5초 거리에 위치
 * CAFE HUMUS 운영_커피, 음료 제공
 * 아침(김밥, 빵), 간식(컵라면, 음료수 등) 제공

＜개인의 성장을 지원하고 회사의 성장을 생각합니다＞
 * 온라인/오프라인 교육 지원
 * 세미나 참석지원
 * 도서 구입비 지원

＜업무 효율을 위해서 쉬는 것도 중요합니다＞
 * 자유로운 연차사용
 * Refresh 휴가 및 지원금 지급 (5년,10년)
 * 징검다리연휴 전사 휴무
 * 결혼기념일 조기퇴근
 * 콘도이용 지원

＜더 다양한 복지를 위해 고민하고 있습니다＞
 * 사내 대출 제도 운영
 * 명절 상여금/선물 지급
 * 생일선물(상품권) 지급
 * 경조사 지원(경조휴가 및 경조비 등)"
백엔드 엔지니어,젠틀파이,서울.한국,"
• node.js, typescript.js 활용 가능하신 분

• WAS, RDBMS 등 웹 어플리케이션 운영 관련 기술에 대한 이해도가 있으신 분
• RESTful 웹 서버 API 설계 및 개발이 가능하신 분
• RDBMS, No-SQL(redis)에 대한 DB 설계 및 개발/운영 경험있으신 분
• SQL Query, Store PRocedure 작성 가능하신 분
• Linux 환경에 익숙하신 분

• 서비스 지표/통계에 관심이 많으신 개발자
• 다양한 직군과 원활한 커뮤니케이션 능력이 있으신 분
우대사항","
• 웹 서비스 개발/운영 경험
• 프로젝트 리딩 경험
• 글로벌 서비스 경험
• 분산 서버 구축 및 대용량 트래픽 처리 경험
• 클라우드 서비스 경험
• 데이터베이스 최적화 경험
• 3rd party library 적용 경험 (광고, 결제 모듈)

• 소스컨트롤시스템 경험 (Git, SVN, Perforce 등)
• CI/CD 구축 및 유지보수 경험
• Hadoop 및 eco system 운영 경험
• Socket 서버 개발 경험
• 리눅스 서버 운영 경험
• Shell 기반 자동화 기능 구현

• 자신이 모르는 분야에 대한 학습에 대해 두려움이 없으신 분
혜택 및 복지
• 특징: 남의 가족을 소중히 여김, 저녁회식 없음
• 연봉: 합리적 선에서 최대한 협의
• 휴가: 연/월차, 생일휴가, 근속휴가, 대체휴가, 각종 경조사휴가 등
• 기타 혜택 및 복지
    - 통신비 및 도서지원
    - 경조사비 지원
    - 탄력 근무제
    - 주도적 업무 환경 및 성장 기회
    - 눈치 보지않는 퇴근/휴가 문화
    - 야근 지양
    - 명절 보너스 제공
    - 간식 제공
    - 교육 및 세미나 지원

** 채용 프로세스
    - 1차 서류전형
    - 2차 인터뷰(실무진, 임원진)"
